frame_idx,frame,timestamp_ns,ok,num_head_tags,head_rmse_px,visible_head_tag_ids,cam_head_tx,cam_head_ty,cam_head_tz,cam_head_roll_deg,cam_head_pitch_deg,cam_head_yaw_deg,cam_back_tx,cam_back_ty,cam_back_tz,cam_back_roll_deg,cam_back_pitch_deg,cam_back_yaw_deg,status,back_head_tx,back_head_ty,back_head_tz,back_head_roll_deg,back_head_pitch_deg,back_head_yaw_deg
800,frame_000800.png,1.77318856822786E+018,1,3,0.5653992652810406,0 1 3,0.08417082902926606,0.01851369299467911,0.40849381636522286,60.30919411690221,4.569049421889091,88.43338951140896,0.007959050873003826,0.2291461300164816,0.30287083748407984,65.0007507551984,13.258793343757226,84.77698176476265,ok,0.00852026148287377,-0.019465369749526583,0.24673665485287544,-9.06036886066754,3.870944737986717,3.23377397156011
801,frame_000801.png,1.77318856826132E+018,1,3,0.5812335150143915,0 1 3,0.08502908527064561,0.018260859348979672,0.40974973393678105,60.19688481322262,4.73139128520646,88.3701896218497,0.009280563688717153,0.22721986784435433,0.3030873205995676,41.68614697275923,13.683451923948853,95.99117065783865,ok,-0.08693355488192955,-0.012878176892030066,0.23033733038234303,-10.609576676353162,-17.439810470245604,-6.2564245476334515
802,frame_000802.png,1.77318856829459E+018,1,3,0.5790282794485427,0 1 3,0.0864001543487539,0.01856310443311202,0.4104463563202749,60.24582366804813,4.646957645793569,88.53645595648837,0.010259950172385643,0.22667403383144658,0.30248087203366,41.91983965737674,13.90284837876329,97.97228615077118,ok,-0.08486135877921702,-0.009522039855832783,0.23123995322484794,-11.494491938264975,-16.842215405383108,-8.154985356505941
803,frame_000803.png,1.77318856832802E+018,1,3,0.5806352239226205,0 1 3,0.08808238408958038,0.01870840399637509,0.41120615988470444,60.09187124623788,4.829299500821037,88.43545930278692,0.009863447818094295,0.2267306376809139,0.3008745413397154,65.28118019206237,13.442867846059482,77.83779891747766,ok,0.017450309381412288,-0.01815229674062971,0.24684103908150637,-9.481719244964431,3.2532492685801575,10.040691908176099
804,frame_000804.png,1.77318856836107E+018,1,3,0.5803857457737491,0 1 3,0.08943729495835702,0.01884575822944825,0.411356204593905,60.09769303687093,4.84098752731948,88.50382363306407,0.012059637779361834,0.2273735401777415,0.3045915517930224,42.22598882200377,14.359457227892722,95.12794600057694,ok,-0.0841730428137219,-0.01312644629749743,0.23154356832690534,-10.85354612293643,-16.90905516057755,-5.227510740079025
805,frame_000805.png,1.77318856839462E+018,1,3,0.5620393623602095,0 1 3,0.09051294572000275,0.0189479843773767,0.4118639253402969,60.11557310741059,4.928486649706591,88.42772248424393,0.011038544452265361,0.22490337606855984,0.29862223953817435,66.10975785743265,13.544460648294216,74.29649169869653,ok,0.025447611240536128,-0.016135916928152694,0.24627126201381874,-9.87268442466282,3.4372663199703206,13.462485186357245
806,frame_000806.png,1.77318856842787E+018,1,3,0.5891570426354019,0 1 3,0.09143337671718318,0.018976960340742723,0.4119287008665519,60.17332824495253,5.012179310394717,88.4294238205863,0.012235728726205328,0.2280169769160195,0.3036120032403834,64.51831503426301,13.829620360132454,79.44770760678155,ok,0.011496218968930993,-0.018869192483319107,0.24741522484717768,-9.440216052764283,2.6508239677354246,8.486972781416423
807,frame_000807.png,1.77318856846133E+018,1,3,0.583677901718081,0 1 3,0.0919067146980751,0.019148254910618133,0.41216708559236154,60.18438211308526,5.117045153592924,88.32144711224448,0.012310296708504372,0.22736393512473219,0.30272217428055165,64.4118876626484,14.002820976795212,77.68636744034721,ok,0.012921191850906455,-0.018011643076384788,0.2473381720856843,-9.558544907748612,2.2312163606600164,10.117123062213148
808,frame_000808.png,1.77318856849449E+018,1,3,0.5797355559090868,0 1 3,0.09224655370758104,0.01902581945361618,0.4123602066034654,60.2295757899772,5.049591302924681,88.51587266006827,0.012223541619905217,0.22670031531223203,0.30202199877389596,64.77294450566148,14.158334339532711,76.66766460992118,ok,0.015641399018977098,-0.01698736460642382,0.24733312532132323,-9.882796284406805,2.318266832749451,11.287877923147313
809,frame_000809.png,1.77318856852799E+018,1,3,0.5898165638095624,0 1 3,0.09247567328978518,0.019128801860485795,0.41303560283885465,60.14894213782457,5.165999289598183,88.47638101726508,0.012471812912790347,0.22736788325190763,0.30321762183742834,64.77336371976376,13.905567448403303,78.14560267258406,ok,0.014709692398456042,-0.018512411275127247,0.24751775133011747,-9.475235988703313,2.7243422126778922,9.787865780336837
810,frame_000810.png,1.77318856856116E+018,1,3,0.5776518382623635,0 1 3,0.09246046116904902,0.019213527906382814,0.4136202144058848,60.080811887879996,5.199716659397181,88.52841037013359,0.011928044698117408,0.22578872273673647,0.30114586337192234,64.92990157965816,14.036714586021336,75.36402532185753,ok,0.019234199271050967,-0.016872746769198747,0.2472945952850995,-9.743006513452046,2.456062419832837,12.560661725999664
811,frame_000811.png,1.77318856859465E+018,1,3,0.5890322010392692,0 1 3,0.0923051282197836,0.019122958411323703,0.41408120183192454,60.10930265105671,5.117577833187505,88.58218602579909,0.011877297076293411,0.2251613528808006,0.30048356863072556,65.48137154801033,13.753129852429192,74.88123771159749,ok,0.023061438111275978,-0.01691881533500981,0.24699555066198928,-9.700011977369744,2.9308967255394465,13.065887583786928
812,frame_000812.png,1.77318856862783E+018,1,3,0.5833409004957143,0 1 3,0.09212583413858193,0.019272660136411778,0.41463932424195743,60.08943962603883,5.188828136051386,88.50681903542235,0.012399814341800803,0.2273886720632867,0.30401739750971485,64.05904099288622,13.942511603424482,77.88025538479272,ok,0.012579185197607645,-0.018393495023493515,0.24780873020844632,-9.370042119930144,2.0387396027582803,10.131812519005916
813,frame_000813.png,1.77318856866134E+018,1,3,0.5728892966442832,0 1 3,0.09213286158778065,0.019386512187518867,0.4146745017740066,60.15562219188334,5.048879827998277,88.60292988286223,0.01196882352238453,0.22272422569898687,0.29692928039404376,66.92870345837622,13.47516529242122,71.71476794185665,ok,0.03460644274168195,-0.013432915406079604,0.24547583750197977,-10.069388351214855,3.7888950975692404,16.127759546458115
