label,force_g,force_n,adc_mean,adc_std,adc_min,adc_max,num_samples
3494.0g,3494.0,34.2644351,454.42,244.84326333391326,0,814,100
3494.0g,3494.0,34.2644351,905.13,1.0164152694642086,901,911,100
4137.0g,4137.0,40.57011105,874.73,1.0756858277396797,872,879,100
4137.0g,4137.0,40.57011105,897.27,0.9985489472229191,894,900,100
