t_unix_ns,t_unix_s,device_id,page,page_hex,page_name,cadence_rpm,p10_update_event_count,p10_pedal_power_percent,p10_pedal_power_is_right,p10_accumulated_power_w,p10_instantaneous_power_w,p12_update_event_count,p12_crank_ticks,p12_crank_period_1_2048s,p12_accumulated_torque_1_32nm
1773159533553024331,1773159533.5530243,64434,16,0x10,standard_power,37.0,185.0,127.0,1.0,36482.0,189.0,nan,nan,nan,nan
1773159534301305078,1773159534.301305,64434,18,0x12,standard_torque,37.0,nan,nan,nan,nan,nan,185.0,185.0,21351.0,51808.0
1773159539794503166,1773159539.7945032,64434,18,0x12,standard_torque,0.0,nan,nan,nan,nan,nan,186.0,186.0,34240.0,51808.0
1773159540044090962,1773159540.044091,64434,16,0x10,standard_power,0.0,186.0,127.0,1.0,36482.0,0.0,nan,nan,nan,nan
1773159542041580388,1773159542.0415802,64434,18,0x12,standard_torque,27.0,nan,nan,nan,nan,nan,187.0,187.0,38835.0,53812.0
1773159542291162384,1773159542.2911623,64434,16,0x10,standard_power,27.0,187.0,127.0,1.0,36657.0,175.0,nan,nan,nan,nan
1773159544039264719,1773159544.0392647,64434,18,0x12,standard_torque,30.0,nan,nan,nan,nan,nan,188.0,188.0,42932.0,55604.0
1773159544538412388,1773159544.5384123,64434,16,0x10,standard_power,30.0,188.0,127.0,1.0,36833.0,176.0,nan,nan,nan,nan
1773159545537264388,1773159545.5372643,64434,18,0x12,standard_torque,35.0,nan,nan,nan,nan,nan,189.0,189.0,46434.0,56864.0
1773159545787436387,1773159545.7874362,64434,16,0x10,standard_power,35.0,189.0,127.0,1.0,36978.0,145.0,nan,nan,nan,nan
1773159547035522274,1773159547.0355222,64434,16,0x10,standard_power,41.0,190.0,127.0,1.0,37101.0,123.0,nan,nan,nan,nan
1773159547284818224,1773159547.2848182,64434,18,0x12,standard_torque,41.0,nan,nan,nan,nan,nan,190.0,190.0,49448.0,57788.0
1773159550281371184,1773159550.281371,64434,18,0x12,standard_torque,21.0,nan,nan,nan,nan,nan,191.0,191.0,55179.0,58156.0
1773159550781044387,1773159550.7810445,64434,16,0x10,standard_power,21.0,191.0,127.0,1.0,37127.0,26.0,nan,nan,nan,nan
1773159551280213336,1773159551.2802134,64434,16,0x10,standard_power,42.0,192.0,127.0,1.0,37254.0,127.0,nan,nan,nan,nan
1773159551529826324,1773159551.5298264,64434,18,0x12,standard_torque,42.0,nan,nan,nan,nan,nan,192.0,192.0,58076.0,59068.0
1773159553527094647,1773159553.5270946,64434,16,0x10,standard_power,29.0,193.0,127.0,1.0,37294.0,40.0,nan,nan,nan,nan
