t_unix_ns,t_unix_s,device_id,page,page_hex,page_name,speed_mps,distance_m,wheel_circumference_m
1773158937669654146,1773158937.6696544,18412,133,0x85,bike_speed,nan,620.72148,2.20114
1773158938660286216,1773158938.6602862,18412,5,0x05,bike_speed,nan,620.72148,2.20114
1773158939651699848,1773158939.6517,18412,133,0x85,bike_speed,nan,620.72148,2.20114
1773158940642452214,1773158940.6424522,18412,5,0x05,bike_speed,nan,620.72148,2.20114
1773158941633706400,1773158941.6337066,18412,133,0x85,bike_speed,nan,620.72148,2.20114
1773158942624452045,1773158942.624452,18412,5,0x05,bike_speed,nan,620.72148,2.20114
1773158943615401044,1773158943.615401,18412,133,0x85,bike_speed,nan,620.72148,2.20114
1773158944606402118,1773158944.6064022,18412,5,0x05,bike_speed,nan,620.72148,2.20114
1773158945597358620,1773158945.5973587,18412,133,0x85,bike_speed,nan,620.72148,2.20114
1773158946588151085,1773158946.588151,18412,5,0x05,bike_speed,nan,620.72148,2.20114
1773158947579321351,1773158947.5793214,18412,133,0x85,bike_speed,nan,620.72148,2.20114
1773158948569953781,1773158948.5699537,18412,1,0x01,bike_speed,nan,620.72148,2.20114
1773159070790401325,1773159070.7904012,18412,5,0x05,bike_speed,nan,0.0,2.20114
1773159071533723143,1773159071.533723,18412,133,0x85,bike_speed,nan,0.0,2.20114
1773159072276932688,1773159072.2769327,18412,133,0x85,bike_speed,5.6115369958506225,2.20114,2.20114
1773159072524705129,1773159072.524705,18412,5,0x05,bike_speed,nan,2.20114,2.20114
1773159073020636076,1773159073.020636,18412,5,0x05,bike_speed,10.104959521793276,4.40228,2.20114
1773159073515506291,1773159073.5155063,18412,133,0x85,bike_speed,nan,4.40228,2.20114
1773159074011081098,1773159074.0110812,18412,133,0x85,bike_speed,11.692049706051874,6.60342,2.20114
1773159074259373418,1773159074.2593734,18412,133,0x85,bike_speed,12.778397631496063,8.80456,2.20114
1773159074506335167,1773159074.5063353,18412,5,0x05,bike_speed,nan,8.80456,2.20114
1773159075001868897,1773159075.0018687,18412,5,0x05,bike_speed,13.729750416243656,11.005700000000001,2.20114
1773159075249855001,1773159075.249855,18412,5,0x05,bike_speed,nan,11.005700000000001,2.20114
1773159075497652548,1773159075.4976525,18412,133,0x85,bike_speed,13.637449573109246,13.20684,2.20114
1773159075744920213,1773159075.7449203,18412,133,0x85,bike_speed,nan,13.20684,2.20114
1773159076240454695,1773159076.2404547,18412,133,0x85,bike_speed,14.06288127556326,15.40798,2.20114
1773159076488095864,1773159076.4880958,18412,5,0x05,bike_speed,nan,15.40798,2.20114
1773159076735763882,1773159076.735764,18412,5,0x05,bike_speed,14.136380655052266,17.60912,2.20114
1773159077231363500,1773159077.2313635,18412,5,0x05,bike_speed,14.336188155477032,19.81026,2.20114
1773159077478996316,1773159077.4789963,18412,133,0x85,bike_speed,nan,19.81026,2.20114
1773159077726628539,1773159077.7266285,18412,133,0x85,bike_speed,14.412579921847247,22.011400000000002,2.20114
1773159077974405323,1773159077.9744053,18412,133,0x85,bike_speed,nan,22.011400000000002,2.20114
1773159078222087309,1773159078.2220874,18412,133,0x85,bike_speed,14.541724903225807,24.21254,2.20114
1773159078469824910,1773159078.469825,18412,5,0x05,bike_speed,nan,24.21254,2.20114
1773159078717617395,1773159078.7176175,18412,5,0x05,bike_speed,14.646719306859206,26.41368,2.20114
1773159078965494188,1773159078.9654942,18412,5,0x05,bike_speed,nan,26.41368,2.20114
1773159079213220887,1773159079.2132208,18412,5,0x05,bike_speed,nan,26.41368,2.20114
1773159079460960577,1773159079.4609606,18412,133,0x85,bike_speed,14.620328821621623,28.61482,2.20114
1773159079708395682,1773159079.7083957,18412,133,0x85,bike_speed,nan,28.61482,2.20114
1773159079956091043,1773159079.9560912,18412,133,0x85,bike_speed,14.780113836065574,30.81596,2.20114
1773159080451681136,1773159080.4516811,18412,5,0x05,bike_speed,14.834154471663622,33.0171,2.20114
1773159080699453858,1773159080.699454,18412,5,0x05,bike_speed,nan,33.0171,2.20114
1773159080947307832,1773159080.9473078,18412,5,0x05,bike_speed,14.998673744916822,35.21824,2.20114
1773159081194918733,1773159081.1949186,18412,5,0x05,bike_speed,nan,35.21824,2.20114
1773159081442581146,1773159081.4425812,18412,133,0x85,bike_speed,15.08230947211896,37.419380000000004,2.20114
1773159081690436432,1773159081.6904364,18412,133,0x85,bike_speed,nan,37.419380000000004,2.20114
1773159081938011445,1773159081.9380114,18412,133,0x85,bike_speed,15.110395709497208,39.62052,2.20114
1773159082433430163,1773159082.4334302,18412,5,0x05,bike_speed,nan,39.62052,2.20114
1773159082681117737,1773159082.6811178,18412,5,0x05,bike_speed,15.338908310018905,41.82166,2.20114
1773159083176940490,1773159083.1769404,18412,5,0x05,bike_speed,15.514880489483748,44.022800000000004,2.20114
1773159083424162820,1773159083.4241629,18412,133,0x85,bike_speed,nan,44.022800000000004,2.20114
1773159083672340406,1773159083.6723404,18412,133,0x85,bike_speed,15.634455676300579,46.22394,2.20114
1773159084167791419,1773159084.1677914,18412,133,0x85,bike_speed,15.879222105675149,48.42508,2.20114
1773159084415653397,1773159084.4156535,18412,5,0x05,bike_speed,nan,48.42508,2.20114
1773159084663371127,1773159084.663371,18412,5,0x05,bike_speed,16.09976685714286,50.62622,2.20114
1773159084911018474,1773159084.9110186,18412,5,0x05,bike_speed,16.730479373195877,52.82736,2.20114
1773159085158401848,1773159085.1584017,18412,5,0x05,bike_speed,nan,52.82736,2.20114
1773159085406028230,1773159085.4060283,18412,133,0x85,bike_speed,16.392489890909093,55.0285,2.20114
1773159085901597226,1773159085.9015973,18412,133,0x85,bike_speed,16.425673068825912,57.22964,2.20114
1773159086149290883,1773159086.149291,18412,133,0x85,bike_speed,nan,57.22964,2.20114
1773159086396998309,1773159086.3969984,18412,1,0x01,bike_speed,16.627628065573774,59.430780000000006,2.20114
1773159086644564469,1773159086.6445644,18412,1,0x01,bike_speed,nan,59.430780000000006,2.20114
1773159086893011001,1773159086.8930109,18412,1,0x01,bike_speed,16.765046479338846,61.63192,2.20114
1773159087140599252,1773159087.1405993,18412,1,0x01,bike_speed,nan,61.63192,2.20114
1773159087388306562,1773159087.3883066,18412,133,0x85,bike_speed,16.940046964509396,63.83306,2.20114
1773159087636168081,1773159087.6361682,18412,133,0x85,bike_speed,nan,63.83306,2.20114
1773159087883545974,1773159087.8835459,18412,133,0x85,bike_speed,17.08269999157895,66.0342,2.20114
1773159088131415546,1773159088.1314156,18412,133,0x85,bike_speed,nan,66.0342,2.20114
1773159088627010271,1773159088.6270103,18412,5,0x05,bike_speed,17.154931281183934,68.23534000000001,2.20114
1773159088874590641,1773159088.8745906,18412,5,0x05,bike_speed,17.264430842553192,70.43648,2.20114
1773159089122454484,1773159089.1224546,18412,5,0x05,bike_speed,17.41262338197425,72.63762,2.20114
1773159089369820163,1773159089.36982,18412,133,0x85,bike_speed,nan,72.63762,2.20114
1773159089617882471,1773159089.6178823,18412,133,0x85,bike_speed,17.375337250535335,74.83876000000001,2.20114
1773159089865157971,1773159089.8651578,18412,133,0x85,bike_speed,nan,74.83876000000001,2.20114
1773159090113268397,1773159090.1132684,18412,133,0x85,bike_speed,17.67817537254902,77.0399,2.20114
1773159090360770485,1773159090.3607705,18412,5,0x05,bike_speed,nan,77.0399,2.20114
1773159090608490222,1773159090.6084902,18412,5,0x05,bike_speed,17.872868933920703,79.24104,2.20114
1773159090856268418,1773159090.8562686,18412,5,0x05,bike_speed,nan,79.24104,2.20114
1773159091351252912,1773159091.351253,18412,133,0x85,bike_speed,17.95195242477876,81.44218000000001,2.20114
1773159091599042749,1773159091.599043,18412,133,0x85,bike_speed,17.872868933920703,83.64332,2.20114
1773159091847064104,1773159091.847064,18412,133,0x85,bike_speed,17.60148046854664,85.84446,2.20114
1773159092094929940,1773159092.09493,18412,133,0x85,bike_speed,nan,85.84446,2.20114
1773159092343768261,1773159092.3437684,18412,5,0x05,bike_speed,17.011074415094342,88.04560000000001,2.20114
1773159092590486881,1773159092.5904868,18412,5,0x05,bike_speed,nan,88.04560000000001,2.20114
1773159092838381129,1773159092.838381,18412,5,0x05,bike_speed,16.228564992000003,90.24674,2.20114
1773159093086022253,1773159093.0860221,18412,5,0x05,bike_speed,nan,90.24674,2.20114
1773159093333668181,1773159093.333668,18412,133,0x85,bike_speed,15.574438571976968,92.44788,2.20114
1773159093829069213,1773159093.8290694,18412,133,0x85,bike_speed,14.834154471663622,94.64902000000001,2.20114
1773159094324664169,1773159094.324664,18412,5,0x05,bike_speed,nan,94.64902000000001,2.20114
1773159094572297258,1773159094.5722973,18412,5,0x05,bike_speed,13.776370960950766,96.85016,2.20114
1773159095067808822,1773159095.0678089,18412,5,0x05,bike_speed,12.698407661971832,99.0513,2.20114
1773159095315629241,1773159095.3156292,18412,133,0x85,bike_speed,nan,99.0513,2.20114
1773159095563401904,1773159095.563402,18412,133,0x85,bike_speed,nan,99.0513,2.20114
1773159095810783950,1773159095.810784,18412,133,0x85,bike_speed,11.575296,101.25244,2.20114
1773159096306210867,1773159096.3062108,18412,5,0x05,bike_speed,nan,101.25244,2.20114
1773159096554053278,1773159096.5540533,18412,5,0x05,bike_speed,10.606905223529411,103.45358,2.20114
1773159097049011444,1773159097.0490115,18412,5,0x05,bike_speed,nan,103.45358,2.20114
1773159097296575664,1773159097.2965758,18412,133,0x85,bike_speed,nan,103.45358,2.20114
1773159097544258265,1773159097.5442584,18412,133,0x85,bike_speed,9.359034020761246,105.65472,2.20114
1773159097792048245,1773159097.7920482,18412,133,0x85,bike_speed,nan,105.65472,2.20114
1773159098039672359,1773159098.0396724,18412,133,0x85,bike_speed,nan,105.65472,2.20114
1773159098287395300,1773159098.2873952,18412,5,0x05,bike_speed,9.694483268817205,107.85586,2.20114
1773159098535921549,1773159098.5359216,18412,5,0x05,bike_speed,nan,107.85586,2.20114
1773159099031686635,1773159099.0316865,18412,5,0x05,bike_speed,nan,107.85586,2.20114
1773159099279332759,1773159099.2793329,18412,133,0x85,bike_speed,9.40241308922364,110.057,2.20114
1773159099774289664,1773159099.7742896,18412,133,0x85,bike_speed,10.579247061277705,112.25814000000001,2.20114
1773159100022110074,1773159100.02211,18412,133,0x85,bike_speed,nan,112.25814000000001,2.20114
1773159100269791002,1773159100.269791,18412,5,0x05,bike_speed,nan,112.25814000000001,2.20114
1773159100517411620,1773159100.5174115,18412,5,0x05,bike_speed,12.619412902021773,114.45928,2.20114
1773159101013040808,1773159101.0130408,18412,5,0x05,bike_speed,13.918151794168098,116.66042,2.20114
1773159101508437700,1773159101.5084379,18412,133,0x85,bike_speed,14.541724903225807,118.86156000000001,2.20114
1773159102004005653,1773159102.0040057,18412,133,0x85,bike_speed,nan,118.86156000000001,2.20114
1773159102251708636,1773159102.2517087,18412,5,0x05,bike_speed,14.646719306859206,121.0627,2.20114
1773159102499394528,1773159102.4993947,18412,5,0x05,bike_speed,nan,121.0627,2.20114
1773159102746962336,1773159102.7469625,18412,5,0x05,bike_speed,13.456521552238806,123.26384,2.20114
1773159102994782107,1773159102.9947822,18412,5,0x05,bike_speed,nan,123.26384,2.20114
1773159103242568591,1773159103.2425687,18412,130,0x82,bike_speed,nan,123.26384,2.20114
1773159103490076228,1773159103.490076,18412,130,0x82,bike_speed,12.59981754037267,125.46498000000001,2.20114
1773159103737775424,1773159103.7377753,18412,130,0x82,bike_speed,nan,125.46498000000001,2.20114
1773159103985111074,1773159103.985111,18412,130,0x82,bike_speed,11.332796782122907,127.66612,2.20114
1773159104232673527,1773159104.2326736,18412,5,0x05,bike_speed,nan,127.66612,2.20114
1773159104480378380,1773159104.4803784,18412,5,0x05,bike_speed,nan,127.66612,2.20114
1773159104728171838,1773159104.7281718,18412,5,0x05,bike_speed,11.145992439560441,129.86726000000002,2.20114
1773159104975909615,1773159104.9759097,18412,5,0x05,bike_speed,nan,129.86726000000002,2.20114
1773159105224069565,1773159105.2240696,18412,133,0x85,bike_speed,nan,129.86726000000002,2.20114
1773159105472144973,1773159105.4721448,18412,133,0x85,bike_speed,12.201928565413535,132.0684,2.20114
1773159105719981066,1773159105.719981,18412,133,0x85,bike_speed,nan,132.0684,2.20114
1773159105967753238,1773159105.9677532,18412,133,0x85,bike_speed,13.591762974874372,134.26954,2.20114
1773159106215407308,1773159106.2154074,18412,5,0x05,bike_speed,nan,134.26954,2.20114
1773159106710329235,1773159106.7103293,18412,5,0x05,bike_speed,14.336188155477032,136.47068000000002,2.20114
1773159106958284161,1773159106.9582844,18412,5,0x05,bike_speed,14.567832129263914,138.67182,2.20114
1773159107205909276,1773159107.2059093,18412,133,0x85,bike_speed,nan,138.67182,2.20114
1773159107453779587,1773159107.4537797,18412,133,0x85,bike_speed,15.367959272727273,140.87296,2.20114
1773159107701654472,1773159107.7016544,18412,133,0x85,bike_speed,nan,140.87296,2.20114
1773159107949138164,1773159107.9491382,18412,133,0x85,bike_speed,16.293739951807233,143.07410000000002,2.20114
1773159108196765988,1773159108.196766,18412,5,0x05,bike_speed,nan,143.07410000000002,2.20114
1773159108444616550,1773159108.4446166,18412,5,0x05,bike_speed,17.118739443037974,145.27524,2.20114
1773159108692613490,1773159108.6926134,18412,5,0x05,bike_speed,nan,145.27524,2.20114
1773159108940160760,1773159108.9401608,18412,5,0x05,bike_speed,16.940046964509396,147.47638,2.20114
1773159109187875083,1773159109.187875,18412,133,0x85,bike_speed,nan,147.47638,2.20114
1773159109683403921,1773159109.683404,18412,133,0x85,bike_speed,17.30124199573561,149.67752000000002,2.20114
1773159109931293432,1773159109.9312935,18412,133,0x85,bike_speed,17.95195242477876,151.87866,2.20114
1773159110178796423,1773159110.1787965,18412,5,0x05,bike_speed,18.112237714285715,154.0798,2.20114
1773159110426700459,1773159110.4267006,18412,5,0x05,bike_speed,nan,154.0798,2.20114
1773159110673949045,1773159110.673949,18412,5,0x05,bike_speed,18.399733551020407,156.28094000000002,2.20114
1773159111168854561,1773159111.1688545,18412,133,0x85,bike_speed,18.3166647765237,158.48208,2.20114
1773159111416798139,1773159111.416798,18412,133,0x85,bike_speed,nan,158.48208,2.20114
1773159111664641261,1773159111.6646414,18412,133,0x85,bike_speed,18.914411412587416,160.68322,2.20114
1773159111912374874,1773159111.9123747,18412,133,0x85,bike_speed,18.73968243879908,162.88436000000002,2.20114
1773159112160072399,1773159112.1600726,18412,5,0x05,bike_speed,nan,162.88436000000002,2.20114
1773159112408431620,1773159112.4084315,18412,5,0x05,bike_speed,19.69486042718447,165.0855,2.20114
1773159112656003214,1773159112.6560032,18412,5,0x05,bike_speed,20.28570624,167.28664,2.20114
1773159112903694503,1773159112.9036946,18412,5,0x05,bike_speed,nan,167.28664,2.20114
1773159113151139404,1773159113.1511393,18412,133,0x85,bike_speed,19.985917477832515,169.48778000000001,2.20114
1773159113398780908,1773159113.3987808,18412,133,0x85,bike_speed,nan,169.48778000000001,2.20114
1773159113646758608,1773159113.6467586,18412,133,0x85,bike_speed,19.458711021582737,171.68892,2.20114
1773159113894316692,1773159113.894317,18412,133,0x85,bike_speed,20.54248733164557,173.89006,2.20114
1773159114389999637,1773159114.3899996,18412,5,0x05,bike_speed,nan,173.89006,2.20114
1773159114637726678,1773159114.6377268,18412,5,0x05,bike_speed,19.839321506112473,178.29234,2.20114
1773159115133157684,1773159115.1331577,18412,133,0x85,bike_speed,20.084857663366336,180.49348,2.20114
1773159115380519091,1773159115.3805192,18412,133,0x85,bike_speed,nan,180.49348,2.20114
1773159115628698957,1773159115.6286988,18412,133,0x85,bike_speed,19.74277979562044,182.69462000000001,2.20114
1773159115876174190,1773159115.876174,18412,133,0x85,bike_speed,20.03526542222222,184.89576,2.20114
1773159116372164967,1773159116.372165,18412,5,0x05,bike_speed,19.93681202948403,187.0969,2.20114
1773159116619475533,1773159116.6194754,18412,5,0x05,bike_speed,20.387644462311556,189.29804000000001,2.20114
1773159116866847649,1773159116.8668478,18412,5,0x05,bike_speed,nan,189.29804000000001,2.20114
1773159117114257680,1773159117.1142576,18412,133,0x85,bike_speed,20.235118443890276,191.49918,2.20114
1773159117361968185,1773159117.361968,18412,133,0x85,bike_speed,nan,191.49918,2.20114
1773159117609705763,1773159117.6097057,18412,133,0x85,bike_speed,20.43899873047859,193.70032,2.20114
1773159117857356661,1773159117.8573565,18412,133,0x85,bike_speed,20.336547609022556,195.90146000000001,2.20114
1773159118105255769,1773159118.1052556,18412,5,0x05,bike_speed,nan,195.90146000000001,2.20114
1773159118353220576,1773159118.3532207,18412,5,0x05,bike_speed,20.54248733164557,198.1026,2.20114
1773159118601018359,1773159118.6010184,18412,5,0x05,bike_speed,21.186116177545692,200.30374,2.20114
1773159118848851176,1773159118.8488512,18412,5,0x05,bike_speed,nan,200.30374,2.20114
1773159119096635649,1773159119.0966356,18412,133,0x85,bike_speed,20.85933803598972,202.50488,2.20114
1773159119344244839,1773159119.3442447,18412,133,0x85,bike_speed,19.74277979562044,204.70602,2.20114
1773159119592158100,1773159119.5921583,18412,133,0x85,bike_speed,nan,204.70602,2.20114
1773159119840371692,1773159119.8403716,18412,133,0x85,bike_speed,20.490612363636366,206.90716,2.20114
1773159120335301638,1773159120.3353016,18412,3,0x03,bike_speed,20.6470292519084,209.1083,2.20114
1773159120582849690,1773159120.5828497,18412,3,0x03,bike_speed,20.752640654731458,211.30944,2.20114
1773159120830796973,1773159120.830797,18412,3,0x03,bike_speed,nan,211.30944,2.20114
1773159121078907910,1773159121.078908,18412,133,0x85,bike_speed,20.752640654731458,213.51058,2.20114
1773159121326519907,1773159121.3265197,18412,133,0x85,bike_speed,20.594625624365484,215.71172,2.20114
1773159121573762986,1773159121.5737631,18412,133,0x85,bike_speed,nan,215.71172,2.20114
1773159121821670869,1773159121.821671,18412,133,0x85,bike_speed,20.594625624365484,217.91286000000002,2.20114
1773159122069872229,1773159122.0698721,18412,5,0x05,bike_speed,20.54248733164557,220.114,2.20114
1773159122317206769,1773159122.3172069,18412,5,0x05,bike_speed,nan,220.114,2.20114
1773159122564488164,1773159122.5644882,18412,5,0x05,bike_speed,20.18478232835821,222.31514,2.20114
1773159122812452270,1773159122.8124523,18412,5,0x05,bike_speed,19.93681202948403,224.51628000000002,2.20114
1773159123060450443,1773159123.0604506,18412,133,0x85,bike_speed,nan,224.51628000000002,2.20114
1773159123307893165,1773159123.3078933,18412,133,0x85,bike_speed,19.887947294117648,226.71742,2.20114
1773159123555151845,1773159123.555152,18412,133,0x85,bike_speed,nan,226.71742,2.20114
1773159123802863640,1773159123.8028636,18412,133,0x85,bike_speed,19.69486042718447,228.91856,2.20114
1773159124050505748,1773159124.0505056,18412,5,0x05,bike_speed,20.084857663366336,231.11970000000002,2.20114
1773159124298141591,1773159124.2981417,18412,5,0x05,bike_speed,nan,231.11970000000002,2.20114
1773159124546097725,1773159124.5460978,18412,5,0x05,bike_speed,19.092429402352945,233.32084,2.20114
1773159124794163017,1773159124.794163,18412,5,0x05,bike_speed,nan,233.32084,2.20114
1773159125042127549,1773159125.0421276,18412,133,0x85,bike_speed,19.412159081339716,235.52198,2.20114
1773159125289991435,1773159125.2899914,18412,133,0x85,bike_speed,20.084857663366336,237.72312000000002,2.20114
1773159125537324654,1773159125.5373244,18412,133,0x85,bike_speed,nan,237.72312000000002,2.20114
1773159125785091195,1773159125.7850912,18412,133,0x85,bike_speed,19.2738301567696,239.92426,2.20114
1773159126033077005,1773159126.033077,18412,5,0x05,bike_speed,nan,239.92426,2.20114
1773159126281022277,1773159126.2810223,18412,5,0x05,bike_speed,19.2738301567696,242.1254,2.20114
1773159126528415237,1773159126.5284152,18412,5,0x05,bike_speed,18.783061333333336,244.32654000000002,2.20114
1773159126775843602,1773159126.7758436,18412,5,0x05,bike_speed,nan,244.32654000000002,2.20114
1773159127024010252,1773159127.0240102,18412,133,0x85,bike_speed,19.647173113801454,246.52768,2.20114
1773159127271605127,1773159127.2716053,18412,133,0x85,bike_speed,19.599716173913045,248.72882,2.20114
1773159127519389656,1773159127.5193896,18412,133,0x85,bike_speed,nan,248.72882,2.20114
1773159127767030027,1773159127.76703,18412,133,0x85,bike_speed,20.03526542222222,250.92996000000002,2.20114
1773159128014467342,1773159128.0144672,18412,5,0x05,bike_speed,nan,250.92996000000002,2.20114
1773159128262478691,1773159128.2624786,18412,5,0x05,bike_speed,20.18478232835821,253.1311,2.20114
1773159128509963911,1773159128.509964,18412,5,0x05,bike_speed,20.43899873047859,255.33224,2.20114
1773159128757871082,1773159128.7578712,18412,5,0x05,bike_speed,nan,255.33224,2.20114
1773159129005710647,1773159129.0057106,18412,133,0x85,bike_speed,20.28570624,257.53338,2.20114
1773159129253212258,1773159129.2532122,18412,133,0x85,bike_speed,20.752640654731458,259.73452000000003,2.20114
1773159129748873413,1773159129.7488735,18412,133,0x85,bike_speed,nan,259.73452000000003,2.20114
1773159129996311954,1773159129.9963121,18412,5,0x05,bike_speed,20.490612363636366,264.1368,2.20114
1773159130491520405,1773159130.4915204,18412,5,0x05,bike_speed,20.13469601985112,266.33794,2.20114
1773159130739162064,1773159130.7391622,18412,5,0x05,bike_speed,nan,266.33794,2.20114
1773159130986754152,1773159130.986754,18412,133,0x85,bike_speed,20.387644462311556,268.53908,2.20114
1773159131234377496,1773159131.2343774,18412,133,0x85,bike_speed,20.336547609022556,270.74022,2.20114
1773159131482231976,1773159131.482232,18412,133,0x85,bike_speed,nan,270.74022,2.20114
1773159131730311533,1773159131.7303114,18412,133,0x85,bike_speed,20.43899873047859,272.94136000000003,2.20114
1773159132226080653,1773159132.2260807,18412,5,0x05,bike_speed,20.387644462311556,275.1425,2.20114
1773159132473916988,1773159132.473917,18412,5,0x05,bike_speed,19.003003503512883,277.34364,2.20114
1773159132721743806,1773159132.7217438,18412,5,0x05,bike_speed,nan,277.34364,2.20114
1773159132969523794,1773159132.9695237,18412,133,0x85,bike_speed,19.599716173913045,279.54478,2.20114
1773159133216811736,1773159133.2168117,18412,133,0x85,bike_speed,19.458711021582737,281.74592,2.20114
1773159133464495233,1773159133.4644954,18412,133,0x85,bike_speed,nan,281.74592,2.20114
1773159133712265501,1773159133.7122655,18412,133,0x85,bike_speed,19.31972022857143,283.94706,2.20114
1773159133959943165,1773159133.959943,18412,5,0x05,bike_speed,nan,283.94706,2.20114
1773159134207690890,1773159134.207691,18412,5,0x05,bike_speed,19.50548676923077,286.14820000000003,2.20114
1773159134455536285,1773159134.4555364,18412,5,0x05,bike_speed,19.31972022857143,288.34934000000004,2.20114
1773159134703185008,1773159134.7031848,18412,5,0x05,bike_speed,nan,288.34934000000004,2.20114
1773159134951020589,1773159134.9510205,18412,133,0x85,bike_speed,nan,290.55048,2.20114
1773159135198496647,1773159135.1984968,18412,133,0x85,bike_speed,nan,290.55048,2.20114
1773159135446584361,1773159135.4465842,18412,133,0x85,bike_speed,19.2738301567696,292.75162,2.20114
1773159135694178663,1773159135.6941786,18412,133,0x85,bike_speed,19.182700936170214,294.95276,2.20114
1773159135942010357,1773159135.9420104,18412,5,0x05,bike_speed,nan,294.95276,2.20114
1773159136437326462,1773159136.4373264,18412,5,0x05,bike_speed,19.647173113801454,297.1539,2.20114
1773159136685036740,1773159136.685037,18412,5,0x05,bike_speed,19.50548676923077,299.35504000000003,2.20114
1773159136932924654,1773159136.9329247,18412,132,0x84,bike_speed,19.092429402352945,301.55618000000004,2.20114
1773159137428358510,1773159137.4283583,18412,132,0x84,bike_speed,nan,301.55618000000004,2.20114
1773159137676129563,1773159137.6761296,18412,132,0x84,bike_speed,19.599716173913045,305.95846,2.20114
1773159137923325692,1773159137.9233258,18412,5,0x05,bike_speed,nan,305.95846,2.20114
1773159138170974013,1773159138.170974,18412,5,0x05,bike_speed,20.13469601985112,308.1596,2.20114
1773159138418592744,1773159138.4185927,18412,5,0x05,bike_speed,nan,308.1596,2.20114
1773159138666123518,1773159138.6661236,18412,5,0x05,bike_speed,19.790932917073174,310.36074,2.20114
1773159138914010750,1773159138.9140105,18412,133,0x85,bike_speed,19.50548676923077,312.56188000000003,2.20114
1773159139161689920,1773159139.1616898,18412,133,0x85,bike_speed,nan,312.56188000000003,2.20114
1773159139409836394,1773159139.4098363,18412,133,0x85,bike_speed,19.69486042718447,314.76302000000004,2.20114
1773159139657920557,1773159139.6579206,18412,133,0x85,bike_speed,nan,314.76302000000004,2.20114
1773159139905322489,1773159139.9053226,18412,5,0x05,bike_speed,19.365829346062053,316.96416,2.20114
1773159140153024656,1773159140.1530247,18412,5,0x05,bike_speed,19.50548676923077,319.1653,2.20114
1773159140400661424,1773159140.4006615,18412,5,0x05,bike_speed,nan,319.1653,2.20114
1773159140648614727,1773159140.6486146,18412,5,0x05,bike_speed,19.647173113801454,321.36644,2.20114
1773159140896422725,1773159140.8964226,18412,133,0x85,bike_speed,nan,321.36644,2.20114
1773159141144082782,1773159141.1440828,18412,133,0x85,bike_speed,18.483559216400913,323.56758,2.20114
1773159141391594411,1773159141.3915944,18412,133,0x85,bike_speed,19.04761149295775,325.76872000000003,2.20114
1773159141639627561,1773159141.6396275,18412,133,0x85,bike_speed,nan,325.76872000000003,2.20114
1773159141887562346,1773159141.8875623,18412,5,0x05,bike_speed,19.22815757345972,327.96986000000004,2.20114
1773159142135284435,1773159142.1352844,18412,5,0x05,bike_speed,nan,327.96986000000004,2.20114
1773159142382749049,1773159142.3827488,18412,5,0x05,bike_speed,19.365829346062053,330.171,2.20114
1773159142630435222,1773159142.6304352,18412,5,0x05,bike_speed,19.93681202948403,332.37214,2.20114
1773159142878208038,1773159142.878208,18412,133,0x85,bike_speed,nan,332.37214,2.20114
1773159143125816317,1773159143.1258163,18412,133,0x85,bike_speed,19.003003503512883,334.57328,2.20114
1773159143621364411,1773159143.6213646,18412,133,0x85,bike_speed,19.2738301567696,336.77442,2.20114
1773159143868911834,1773159143.868912,18412,5,0x05,bike_speed,19.182700936170214,338.97556000000003,2.20114
1773159144116579237,1773159144.1165793,18412,5,0x05,bike_speed,nan,338.97556000000003,2.20114
1773159144364340590,1773159144.3643405,18412,5,0x05,bike_speed,18.958603962616824,341.17670000000004,2.20114
1773159144612303671,1773159144.6123037,18412,5,0x05,bike_speed,nan,341.17670000000004,2.20114
1773159144859762137,1773159144.8597622,18412,133,0x85,bike_speed,19.003003503512883,343.37784,2.20114
1773159145107637357,1773159145.1076372,18412,133,0x85,bike_speed,19.31972022857143,345.57898,2.20114
1773159145354902780,1773159145.3549027,18412,133,0x85,bike_speed,nan,345.57898,2.20114
1773159145602513735,1773159145.6025136,18412,133,0x85,bike_speed,19.092429402352945,347.78012,2.20114
1773159145850384266,1773159145.8503845,18412,5,0x05,bike_speed,18.870424409302327,349.98126,2.20114
1773159146345827015,1773159146.345827,18412,5,0x05,bike_speed,19.365829346062053,352.18240000000003,2.20114
1773159146593867830,1773159146.5938678,18412,5,0x05,bike_speed,nan,352.18240000000003,2.20114
1773159146841768580,1773159146.8417687,18412,133,0x85,bike_speed,18.73968243879908,354.38354000000004,2.20114
1773159147089509878,1773159147.08951,18412,133,0x85,bike_speed,nan,354.38354000000004,2.20114
1773159147336830129,1773159147.3368301,18412,133,0x85,bike_speed,18.44155112727273,356.58468,2.20114
1773159147584880942,1773159147.5848808,18412,133,0x85,bike_speed,18.483559216400913,358.78582,2.20114
1773159147832693920,1773159147.832694,18412,5,0x05,bike_speed,nan,358.78582,2.20114
1773159148328004096,1773159148.3280041,18412,5,0x05,bike_speed,18.483559216400913,360.98696,2.20114
1773159148575621715,1773159148.5756216,18412,5,0x05,bike_speed,18.35810519457014,363.1881,2.20114
1773159148823562165,1773159148.8235621,18412,133,0x85,bike_speed,nan,363.1881,2.20114
1773159149071218796,1773159149.0712187,18412,133,0x85,bike_speed,18.525759123287674,365.38924000000003,2.20114
1773159149319037289,1773159149.3190372,18412,133,0x85,bike_speed,18.826641522041765,367.59038000000004,2.20114
